        40	         5
         1	         2	6.0000000000e+03	0.0000000000e+00	0.0000000000e+00	
         2	         2	6.0000000000e+03	0.0000000000e+00	0.0000000000e+00	
         3	         2	6.0000000000e+03	0.0000000000e+00	0.0000000000e+00	
         4	         2	6.0000000000e+03	0.0000000000e+00	0.0000000000e+00	
         5	         2	6.0000000000e+03	0.0000000000e+00	0.0000000000e+00	
         6	         2	6.0000000000e+03	0.0000000000e+00	0.0000000000e+00	
         7	         2	6.0000000000e+03	0.0000000000e+00	0.0000000000e+00	
         8	         2	6.0000000000e+03	0.0000000000e+00	0.0000000000e+00	
         9	         2	6.0000000000e+03	0.0000000000e+00	0.0000000000e+00	
        10	         2	6.0000000000e+03	0.0000000000e+00	0.0000000000e+00	
        11	         2	6.0000000000e+03	0.0000000000e+00	0.0000000000e+00	
        12	         2	6.0000000000e+03	0.0000000000e+00	0.0000000000e+00	
        13	         2	6.0000000000e+03	0.0000000000e+00	0.0000000000e+00	
        14	         2	6.0000000000e+03	0.0000000000e+00	0.0000000000e+00	
        15	         2	6.0000000000e+03	0.0000000000e+00	0.0000000000e+00	
        16	         2	6.0000000000e+03	0.0000000000e+00	0.0000000000e+00	
        17	         2	6.0000000000e+03	0.0000000000e+00	0.0000000000e+00	
        18	         2	6.0000000000e+03	0.0000000000e+00	0.0000000000e+00	
        19	         2	6.0000000000e+03	0.0000000000e+00	0.0000000000e+00	
        20	         2	6.0000000000e+03	0.0000000000e+00	0.0000000000e+00	
         1	         6	0.0000000000e+00	6.0000000000e+03	0.0000000000e+00	
         3	         6	0.0000000000e+00	6.0000000000e+03	0.0000000000e+00	
         5	         6	0.0000000000e+00	6.0000000000e+03	0.0000000000e+00	
         7	         6	0.0000000000e+00	6.0000000000e+03	0.0000000000e+00	
         9	         6	0.0000000000e+00	6.0000000000e+03	0.0000000000e+00	
        11	         6	0.0000000000e+00	6.0000000000e+03	0.0000000000e+00	
        13	         6	0.0000000000e+00	6.0000000000e+03	0.0000000000e+00	
        15	         6	0.0000000000e+00	6.0000000000e+03	0.0000000000e+00	
        17	         6	0.0000000000e+00	6.0000000000e+03	0.0000000000e+00	
        19	         6	0.0000000000e+00	6.0000000000e+03	0.0000000000e+00	
        21	         6	0.0000000000e+00	6.0000000000e+03	0.0000000000e+00	
        23	         6	0.0000000000e+00	6.0000000000e+03	0.0000000000e+00	
        25	         6	0.0000000000e+00	6.0000000000e+03	0.0000000000e+00	
        27	         6	0.0000000000e+00	6.0000000000e+03	0.0000000000e+00	
        29	         6	0.0000000000e+00	6.0000000000e+03	0.0000000000e+00	
        31	         6	0.0000000000e+00	6.0000000000e+03	0.0000000000e+00	
        33	         6	0.0000000000e+00	6.0000000000e+03	0.0000000000e+00	
        35	         6	0.0000000000e+00	6.0000000000e+03	0.0000000000e+00	
        37	         6	0.0000000000e+00	6.0000000000e+03	0.0000000000e+00	
        39	         6	0.0000000000e+00	6.0000000000e+03	0.0000000000e+00	
